ones,Date,Proton Density,Proton Temperature,Proton Speed,Magnetic Field
1,2002,4.143,106870.0,463.39,8.5115
1,2002.00011416,4.767,94267.0,472.24,8.4572
1,2002.00022831,5.144,97679.0,470.77,8.2681
1,2002.00034247,4.394,112970.0,451.73,8.0418
1,2002.00045662,5.145,98456.0,459.81,7.9791
1,2002.00057078,5.072,91281.0,450.87,7.9639
1,2002.00068493,5.046,75781.0,463.28,7.9361
1,2002.00079909,5.423,62633.0,464.72,7.7796
1,2002.00091324,5.171,62884.0,450.83,7.4467
1,2002.0010274,4.882,60731.0,438.71,7.1806
1,2002.00114155,4.989,54643.0,434.35,7.0376
1,2002.00125571,4.857,52410.0,431.46,7.0038
1,2002.00136986,5.121,44035.0,427.49,6.9687
1,2002.00148402,4.676,42208.0,423.41,6.7705
1,2002.00159817,3.612,46855.0,425.8,6.5878
1,2002.00171233,3.565,55285.0,417.02,6.435
1,2002.00182648,4.43,40153.0,418.7,6.5855
1,2002.00194064,4.019,39270.0,414.22,6.6435
1,2002.00205479,4.256,35912.0,426.34,6.7771
1,2002.00216895,3.665,37518.0,415.4,6.7071
1,2002.00228311,3.441,46598.0,415.23,6.758
1,2002.00239726,4.486,43711.0,420.72,7.3746
1,2002.00251142,5.079,52231.0,411.73,7.979
1,2002.00262557,4.601,52070.0,401.63,8.0356
1,2002.00273973,4.555,52255.0,399.07,7.9896
1,2002.00285388,5.187,58285.0,420.69,7.7474
1,2002.00296804,4.86,64860.0,407.07,7.6045
1,2002.00308219,4.564,59697.0,423.45,7.4835
1,2002.00319635,4.91,57284.0,427.18,7.1858
1,2002.0033105,4.904,46455.0,419.43,6.8893
1,2002.00342466,4.757,27816.0,421.7,6.4351
1,2002.00353881,4.871,53823.0,413.28,6.3254
1,2002.00365297,4.672,68215.0,410.54,6.58
1,2002.00376712,4.484,103010.0,398.81,6.2675
1,2002.00388128,5.222,78412.0,407.82,5.3809
1,2002.00399543,6.027,37222.0,425.42,6.4828
1,2002.00410959,5.944,40745.0,429.39,6.2426
1,2002.00422374,5.185,42262.0,419.19,5.8807
1,2002.0043379,5.372,51085.0,414.12,6.1384
1,2002.00445205,5.69,41778.0,407.45,6.3793
1,2002.00456621,5.174,55053.0,401.38,6.228
1,2002.00468037,3.478,51052.0,386.07,6.1781
1,2002.00479452,3.764,53772.0,383.05,6.1711
1,2002.00490868,3.647,74958.0,378.47,5.6986
1,2002.00502283,3.626,56215.0,380.11,5.5939
1,2002.00513699,4.096,82912.0,367.38,5.5088
1,2002.00525114,4.08,92215.0,359.89,5.5256
1,2002.0053653,4.421,80837.0,359.68,5.6338
1,2002.00547945,4.29,64202.0,366.35,6.1434
1,2002.00559361,3.966,72004.0,350.76,5.9716
1,2002.00570776,4.348,88766.0,354.05,5.7618
1,2002.00582192,4.337,87487.0,357.19,5.8922
1,2002.00593607,4.339,96280.0,355.98,5.5787
1,2002.00605023,3.669,72876.0,359.95,5.7959
1,2002.00616438,3.66,70719.0,355.62,6.055
1,2002.00627854,3.792,87963.0,349.51,5.8908
1,2002.00639269,3.51,81101.0,340.02,6.0377
1,2002.00650685,4.146,102560.0,344.09,5.8948
1,2002.006621,4.104,99457.0,345.41,5.7626
1,2002.00673516,4.322,81846.0,346.34,5.7502
1,2002.00684932,3.592,49731.0,334.93,5.9911
1,2002.00696347,2.987,50293.0,329.71,5.9165
1,2002.00707763,2.773,56329.0,328.07,5.8758
1,2002.00719178,,,332.65,5.7521
1,2002.00730594,,,330.57,5.5952
1,2002.00742009,,,327.47,5.6935
1,2002.00753425,,,325.59,5.8545
1,2002.0076484,,,323.1,5.9181
1,2002.00776256,,,329.19,5.9468
1,2002.00787671,,,327.45,5.973
1,2002.00799087,,,320.29,5.8386
1,2002.00810502,,,320.87,5.7217
1,2002.00821918,,,324.15,5.6606
1,2002.00833333,,,333.85,6.0741
1,2002.00844749,,,329.64,6.1034
1,2002.00856164,,,324.63,6.0626
1,2002.0086758,,,328.08,6.2654
1,2002.00878995,,,324.93,6.0122
1,2002.00890411,,,322.75,5.9757
1,2002.00901826,,,321.61,6.0239
1,2002.00913242,,,314.98,6.1964
1,2002.00924658,,,319.18,6.4405
1,2002.00936073,,,321.74,6.543
1,2002.00947489,,,318.4,6.2932
1,2002.00958904,,,313.02,6.1854
1,2002.0097032,,,317.85,6.3249
1,2002.00981735,,,311.38,6.3662
1,2002.00993151,,,309.29,6.3144
1,2002.01004566,,,305.44,6.1564
1,2002.01015982,,,299.22,6.0116
1,2002.01027397,,,306.24,6.2856
1,2002.01038813,,,301.71,6.3597
1,2002.01050228,,,306.96,6.555
1,2002.01061644,,,301.62,6.3361
1,2002.01073059,,,300.03,6.1029
1,2002.01084475,,,290.77,6.2343
1,2002.0109589,,,291,6.0111
1,2002.01107306,,,289.99,5.2863
1,2002.01118721,,,286.03,5.1848
1,2002.01130137,,,282.93,5.1175
1,2002.01141553,,,280.38,5.2476
1,2002.01152968,,,278.02,5.2625
1,2002.01164384,,,271.8,5.0858
1,2002.01175799,,,,4.9846
1,2002.01187215,,,,4.9525
1,2002.0119863,,,,5.2245
1,2002.01210046,,,266.28,5.3909
1,2002.01221461,,,267.21,5.8694
1,2002.01232877,,,277.03,5.9159
1,2002.01244292,,,282.63,6.1644
1,2002.01255708,,,275.66,6.4964
1,2002.01267123,,,276.44,6.6841
1,2002.01278539,,,277.12,6.8487
1,2002.01289954,,,281.03,6.9915
1,2002.0130137,,,281.37,6.9804
1,2002.01312785,,,287.26,7.1735
1,2002.01324201,,,282.87,6.8965
1,2002.01335616,,,281.18,7.0707
1,2002.01347032,,,277.3,7.0147
1,2002.01358447,,,276.23,6.4472
1,2002.01369863,,,280.34,5.0361
1,2002.01381279,,,279.12,5.1619
1,2002.01392694,,,281.79,5.5115
1,2002.0140411,,,285.32,4.8592
1,2002.01415525,,,285.05,5.1505
1,2002.01426941,,,289.29,5.5579
1,2002.01438356,,,288.39,5.5379
1,2002.01449772,,,285.9,5.475
1,2002.01461187,,,286.22,5.5605
1,2002.01472603,,,290.53,5.4079
1,2002.01484018,,,289.51,6.2261
1,2002.01495434,,,287.08,6.1087
1,2002.01506849,,,285.68,4.9861
1,2002.01518265,,,296.18,3.425
1,2002.0152968,,,309.62,3.6974
1,2002.01541096,,,314.18,4.6643
1,2002.01552511,,,323.49,6.6768
1,2002.01563927,,,329.66,6.8714
1,2002.01575342,,,332.73,7.1581
1,2002.01586758,,,328.99,7.0714
1,2002.01598174,,,338.68,7.4667
1,2002.01609589,,,329.34,7.723
1,2002.01621005,,,331.25,7.5647
1,2002.0163242,,,327.73,7.5737
1,2002.01643836,,,328.25,7.2796
1,2002.01655251,,,330.13,6.9863
1,2002.01666667,7.953,68552.0,342.99,7.5753
1,2002.01678082,10.458,75745.0,348.65,5.2318
1,2002.01689498,10.219,70386.0,347.95,5.7818
1,2002.01700913,8.45,79532.0,339.82,5.5143
1,2002.01712329,8.251,68117.0,336.7,5.663
1,2002.01723744,8.099,72786.0,332.92,5.7792
1,2002.0173516,9.2,72524.0,332.84,6.586
1,2002.01746575,11.563,71885.0,334.07,6.1647
1,2002.01757991,16.153,90078.0,348.5,6.2497
1,2002.01769406,12.655,73666.0,337.06,9.9184
1,2002.01780822,10.902,56403.0,335.79,10.9854
1,2002.01792237,,,330.57,10.1727
1,2002.01803653,17.06,45688.0,340.56,7.9514
1,2002.01815067999,14.137,46273.0,347.21,7.9479
1,2002.01826484,13.671,63514.0,345.34,8.6729
1,2002.018379,11.692,50990.0,384.33,11.66
1,2002.01849315,16.204,37439.0,372.89,9.7789
1,2002.01860731,12.978,45741.0,372.44,10.7329
1,2002.01872146,5.294,88701.0,380.1,12.5663
1,2002.01883562,3.82,73314.0,373.03,12.7645
1,2002.01894977,4.304,67096.0,376.77,12.5292
1,2002.01906393,5.213,100170.0,392.91,12.564
1,2002.01917808,8.333,113190.0,398.6,10.5549
1,2002.01929224,15.989,82801.0,396.42,7.5486
1,2002.01940639,7.528,118610.0,380.77,11.5446
1,2002.01952055,6.971,139070.0,381.9,11.8194
1,2002.0196347,10.321,122220.0,389.52,10.3062
1,2002.01974886,18.786,66734.0,392.55,7.7926
1,2002.01986301,6.598,79469.0,384.33,11.5274
1,2002.01997717,5.744,72868.0,376.24,11.8019
1,2002.02009132,5.821,70893.0,378.55,11.999
1,2002.02020548,5.72,82430.0,384.07,11.9335
1,2002.02031963,4.777,97392.0,392.82,12.3829
1,2002.02043379,3.369,117930.0,401.72,12.8746
1,2002.02054795,3.347,166700.0,428.37,12.4387
1,2002.0206621,3.777,202510.0,438,11.4014
1,2002.02077626,4.063,200220.0,427.51,11.0928
1,2002.02089041,4.381,186370.0,442.77,11.2454
1,2002.02100457,4.753,139120.0,417.19,11.2959
1,2002.02111872,4.548,129050.0,407.91,10.9116
1,2002.02123288,4.412,110490.0,392.75,10.5737
1,2002.02134703,4.862,97257.0,380.59,10.2984
1,2002.02146119,4.61,91477.0,376.65,10.3116
1,2002.02157534,4.586,93311.0,379.77,10.2372
1,2002.0216895,4.179,83975.0,384.88,10.0357
1,2002.02180365,3.382,61972.0,364.24,9.759
1,2002.02191781,4.033,60482.0,358.25,9.7568
1,2002.02203196,4.079,62146.0,357.75,9.5054
1,2002.02214612,4.107,64380.0,355.64,9.3498
1,2002.02226027,6.106,71236.0,358.33,9.0671
1,2002.02237443,4.198,73857.0,365.24,8.5769
1,2002.02248858,3.34,79601.0,359.9,8.6944
1,2002.02260274,,,350.43,8.5388
1,2002.02271689,,,353.46,8.461
1,2002.02283105,3.582,53668.0,361.26,8.2676
1,2002.02294521,3.481,68461.0,352.38,8.0162
1,2002.02305936,,,346.2,8.1708
1,2002.02317352,,,338.64,7.6368
1,2002.02328767,,,356,7.5429
1,2002.02340183,,,347.17,7.278
1,2002.02351598,4.593,47241.0,378.43,7.1738
1,2002.02363014,5.626,57188.0,366.66,7.0845
1,2002.02374429,5.159,64742.0,357.17,7.275
1,2002.02385845,3.57,73579.0,364.88,7.4016
1,2002.02397259999,4.533,67405.0,377.46,7.3631
1,2002.02408676,,,338.92,7.4941
1,2002.02420091,,,340.54,7.6745
1,2002.02431507,3.87,46098.0,345.38,8.0989
1,2002.02442922,4.665,60868.0,352.86,8.3343
1,2002.02454338,7.69,55568.0,358.37,8.1618
1,2002.02465753,7.746,86594.0,352.63,8.3982
1,2002.02477169,8.566,106420.0,354.77,9.4526
1,2002.02488584,9.403,63729.0,372.64,9.7958
1,2002.025,8.526,103880.0,368.93,9.4935
1,2002.02511416,9.637,124180.0,374.8,9.2439
1,2002.02522831,11.105,102110.0,380.95,9.659
1,2002.02534247,11.791,92445.0,383.68,10.845
1,2002.02545662,14.15,113380.0,396.24,9.4358
1,2002.02557078,12.161,91676.0,398.98,11.9054
1,2002.02568493,12.989,143720.0,414.5,11.7017
1,2002.02579909,11.662,159820.0,422.28,11.8479
1,2002.02591324,9.865,203510.0,448.27,10.93
1,2002.0260274,7.818,263100.0,472.29,10.7574
1,2002.02614155,6.991,318660.0,492.44,11.2128
1,2002.02625571,7.566,300890.0,491.95,10.2848
1,2002.02636986,8.888,344630.0,528.81,12.4331
1,2002.02648402,14.865,412190.0,591.78,19.0912
1,2002.02659817,12.625,382030.0,574.64,18.3484
1,2002.02671233,12.083,373190.0,575.35,16.6524
1,2002.02682648,10.562,361480.0,594.09,18.6048
1,2002.02694064,8.165,397210.0,596.56,17.2381
1,2002.02705479,6.379,375570.0,611.39,20.1762
1,2002.02716895,8.048,327510.0,600.18,19.518
1,2002.02728311,12.755,255860.0,596.7,16.8951
1,2002.02739726,12.311,243230.0,610.92,14.9584
1,2002.02751142,11.637,232600.0,620.4,12.6945
1,2002.02762557,8.14,184630.0,634.12,11.4017
1,2002.02773973,6.393,152760.0,639.58,9.9967
1,2002.02785388,5.991,122340.0,637.79,9.0703
1,2002.02796804,6.015,89631.0,631.82,8.9725
1,2002.02808219,5.13,76099.0,631.03,8.8169
1,2002.02819635,4.639,75936.0,626.86,8.542
1,2002.0283105,4.81,79224.0,622.51,8.3424
1,2002.02842466,4.785,83204.0,616.22,8.2009
1,2002.02853881,5.158,84588.0,609.56,7.9008
1,2002.02865297,4.515,87712.0,601.75,7.7378
1,2002.02876712,4.558,69904.0,603.42,7.752
1,2002.02888128,4.551,65412.0,595.67,7.7452
1,2002.02899543,4.125,86913.0,597.83,7.6397
1,2002.02910959,4.159,86241.0,603.38,7.8461
1,2002.02922374,4.572,83793.0,621.35,7.8939
1,2002.0293379,4.801,93753.0,602.02,7.7278
1,2002.02945205,5.104,93586.0,597.18,7.5132
1,2002.02956621,5.28,80391.0,622.14,7.3426
1,2002.02968037,4.244,116680.0,583.68,7.1204
1,2002.02979451999,4.238,125290.0,570.78,7.1687
1,2002.02990868,4.412,116660.0,565.39,7.3235
1,2002.03002283,5.21,111920.0,588.58,6.7616
1,2002.03013699,5.35,99625.0,588.36,6.7724
1,2002.03025114,5.468,104010.0,582.13,6.7403
1,2002.0303653,5.334,91647.0,588.01,6.7583
1,2002.03047945,5.26,95046.0,581.89,6.6053
1,2002.03059361,4.891,92363.0,585.83,6.4475
1,2002.03070776,4.721,132370.0,560.65,6.0339
1,2002.03082192,4.793,114320.0,575.1,6.0653
1,2002.03093607,4.953,116820.0,573.85,5.9659
1,2002.03105023,5.121,119060.0,571.4,6.0192
1,2002.03116438,5.375,138350.0,554.38,5.7399
1,2002.03127854,5.947,122560.0,558.91,5.782
1,2002.03139269,6.118,110200.0,559.58,6.0634
1,2002.03150685,5.595,112710.0,566.77,5.6723
1,2002.031621,5.461,111420.0,560.62,5.7491
1,2002.03173516,4.924,119760.0,549.13,5.7425
1,2002.03184932,4.496,120510.0,553.01,5.7323
1,2002.03196347,4.953,152600.0,540.27,5.4487
1,2002.03207763,4.441,115090.0,542.95,6.0004
1,2002.03219178,4.117,108170.0,543.54,6.0997
1,2002.03230594,4.356,110880.0,543.55,6.066
1,2002.03242009,4.481,100660.0,560.51,5.9801
1,2002.03253425,3.98,78154.0,541.45,5.9408
1,2002.0326484,4.085,79351.0,544.26,5.719
1,2002.03276256,3.997,85820.0,536.85,5.6769
1,2002.03287671,4.329,66795.0,542.55,5.8048
1,2002.03299087,4.266,80873.0,542.94,5.807
1,2002.03310502,4.343,131220.0,525.86,5.3969
1,2002.03321918,5.212,120220.0,532.71,5.4422
1,2002.03333333,4.77,104700.0,527.23,5.8656
1,2002.03344749,4.863,104790.0,525.13,6.0931
1,2002.03356164,4.361,95079.0,521.77,5.8239
1,2002.0336758,4.67,103110.0,524.74,5.4114
1,2002.03378995,4.921,91096.0,532.09,5.2174
1,2002.03390411,5.501,93781.0,529.68,5.0614
1,2002.03401826,5.146,117760.0,508.11,5.0714
1,2002.03413242,5.845,106650.0,504.46,5.5475
1,2002.03424658,5.391,90519.0,510.83,5.6198
1,2002.03436073,5.315,117790.0,506.51,5.0197
1,2002.03447489,5.095,131890.0,511.96,4.5158
1,2002.03458904,5.368,101040.0,517.05,5.1796
1,2002.0347032,5.13,88553.0,511.39,5.5514
1,2002.03481735,5.505,94793.0,515.44,5.3318
1,2002.03493151,6.107,116680.0,505.48,5.122
1,2002.03504566,5.696,129540.0,495.59,5.3099
1,2002.03515982,5.446,110020.0,504.14,5.4127
1,2002.03527397,5.055,102230.0,502.33,5.3314
1,2002.03538813,5.168,125580.0,494.63,5.001
1,2002.03550228,5.328,108810.0,494.84,5.0353
1,2002.03561644,4.801,82203.0,509.49,5.4636
1,2002.03573059,4.598,77896.0,495.74,5.4033
1,2002.03584475,5.062,92949.0,488.04,4.8951
1,2002.0359589,5.001,106050.0,480.31,4.9336
1,2002.03607306,5.623,98786.0,477.66,5.1027
1,2002.03618721,6.363,94882.0,467.45,5.2436
1,2002.03630137,5.212,97033.0,471.84,5.0776
1,2002.03641553,4.662,86304.0,480.67,5.0702
1,2002.03652968,4.708,56632.0,492.1,6.1379
1,2002.03664384,4.798,57375.0,473.86,6.3494
1,2002.03675799,5.142,61624.0,468.94,6.428
1,2002.03687215,4.813,63094.0,457.17,6.3991
1,2002.0369863,4.665,85491.0,443.39,5.9579
1,2002.03710046,5.1,83494.0,442.46,6.1509
1,2002.03721461,5.302,70740.0,443.65,6.2442
1,2002.03732877,5.278,46390.0,448.98,6.8034
1,2002.03744292,4.776,39197.0,450.1,6.7284
1,2002.03755708,4.444,56337.0,461.96,6.1055
1,2002.03767123,4.771,82116.0,434.86,6.0307
1,2002.03778539,5.051,78342.0,433.11,6.0341
1,2002.03789954,5.018,74906.0,434.45,6.0842
1,2002.0380137,4.672,83358.0,431.35,5.9259
1,2002.03812785,4.573,90430.0,431.51,5.7004
1,2002.03824201,4.399,93041.0,427.18,5.8914
1,2002.03835616,4.31,86778.0,424.75,5.85
1,2002.03847032,4.229,108650.0,422.87,5.3981
1,2002.03858447,4.341,87058.0,436.65,5.2034
1,2002.03869863,4.357,98367.0,437.43,4.8949
1,2002.03881279,4.187,97063.0,434.2,5.1795
1,2002.03892694,4.298,92319.0,429.76,5.4971
1,2002.0390411,4.983,75723.0,431.35,5.7924
1,2002.03915525,5.067,67145.0,443.96,5.6789
1,2002.03926941,5.68,60874.0,437.75,5.887
1,2002.03938356,4.834,74170.0,425.4,6.0098
1,2002.03949772,4.287,91252.0,413.96,5.5697
1,2002.03961187,4.222,80419.0,420.53,5.5537
1,2002.03972603,4.575,55163.0,430.15,5.5229
1,2002.03984018,4.347,64616.0,419.76,5.3921
1,2002.03995434,4.401,50184.0,420.46,5.518
1,2002.04006849,4.443,66801.0,418.21,5.5121
1,2002.04018265,4.6,68397.0,412.13,5.2712
1,2002.0402968,4.772,75514.0,410.28,5.3695
1,2002.04041096,4.903,63298.0,410.65,5.2859
1,2002.04052511,4.54,85360.0,395.26,5.3098
1,2002.04063927,5.115,93967.0,393.43,5.0761
1,2002.04075342,5.48,91035.0,388.93,5.5036
1,2002.04086758,5.448,84666.0,387.41,5.7148
1,2002.04098174,5.328,97174.0,387.63,5.5501
1,2002.04109589,5.856,97761.0,386.62,5.5663
1,2002.04121005,5.961,86451.0,387.68,5.6556
1,2002.0413242,5.497,90368.0,385.05,5.8538
1,2002.04143836,5.984,94272.0,381.34,5.8365
1,2002.04155251,5.898,90503.0,380.57,5.7101
1,2002.04166667,5.28,88718.0,372.67,5.8057
1,2002.04178082,5.414,83995.0,369.98,5.4676
1,2002.04189498,5.669,79257.0,369.43,4.7468
1,2002.04200913,6.086,66495.0,362.28,4.2721
1,2002.04212329,5.795,72663.0,360.22,4.5205
1,2002.04223744,5.622,71606.0,356.69,4.6322
1,2002.0423516,5.168,67539.0,362.88,3.6529
1,2002.04246575,5.808,51284.0,376.65,4.3113
1,2002.04257991,5.164,65355.0,362.66,4.1343
1,2002.04269406,5.897,41950.0,364.24,4.9696
1,2002.04280822,4.85,34516.0,366.92,5.2344
1,2002.04292237,5.311,33398.0,366.96,5.2034
1,2002.04303653,5.505,35119.0,363.48,5.4249
1,2002.04315068,5.163,39792.0,360.78,5.6015
1,2002.04326484,5.352,38892.0,365.01,5.7287
1,2002.043379,5.344,42543.0,363.97,5.5666
1,2002.04349315,5.523,47123.0,365.24,5.3553
1,2002.04360731,6.184,59996.0,355.71,5.467
1,2002.04372146,7.211,59839.0,355.63,5.3394
1,2002.04383562,7.16,56425.0,352.93,5.3587
1,2002.04394977,6.436,61776.0,350.69,5.1775
1,2002.04406393,5.871,56648.0,357.68,4.6187
1,2002.04417808,5.428,57873.0,356.27,5.5697
1,2002.04429224,6.44,53327.0,358.66,5.2968
1,2002.04440639,6.633,53183.0,372.56,7.2012
1,2002.04452055,11.188,82346.0,395.43,9.675
1,2002.0446347,11.208,94004.0,392.61,8.3089
1,2002.04474886,10.526,115840.0,392.8,6.8106
1,2002.04486301,11.552,116730.0,398.34,7.1366
1,2002.04497717,11.739,105720.0,397.5,6.2685
1,2002.04509132,11.231,103110.0,391.93,6.7663
1,2002.04520548,10.99,111650.0,392.15,5.4538
1,2002.04531963,10.64,95336.0,395.91,6.2433
1,2002.04543379,10.438,118030.0,396.39,6.3159
1,2002.04554795,10.878,96223.0,398.56,6.3372
1,2002.0456621,12.233,66080.0,414.1,6.5695
1,2002.04577626,11.624,61539.0,410.95,6.5924
1,2002.04589041,11.393,58898.0,402.07,6.5107
1,2002.04600457,10.488,50998.0,391.49,6.8215
1,2002.04611872,9.476,56531.0,388.94,6.6857
1,2002.04623288,9.122,60488.0,384.92,6.3658
1,2002.04634703,9.248,48651.0,384.33,5.8505
1,2002.04646119,9.527,41759.0,397.74,5.5412
1,2002.04657534,9.18,34804.0,385.63,5.7727
1,2002.0466895,8.526,53518.0,369.11,5.6851
1,2002.04680365,7.83,42925.0,369.1,5.3529
1,2002.04691781,7.974,36247.0,368.2,5.4392
1,2002.04703196,8.024,29480.0,368.04,5.5001
1,2002.04714612,7.782,36218.0,363.22,5.5326
1,2002.04726027,7.678,39757.0,352.14,5.47
1,2002.04737443,,,347.58,5.6069
1,2002.04748858,,,341.26,5.6436
1,2002.04760274,,,328.31,5.917
1,2002.04771689,,,320.48,6.0448
1,2002.04783105,,,318.11,5.7834
1,2002.04794521,,,316.45,5.552
1,2002.04805936,,,313.37,5.5072
1,2002.04817352,,,308.64,6.0463
1,2002.04828767,,,300.53,5.2774
1,2002.04840183,,,301.6,5.8356
1,2002.04851598,,,305.31,6.1242
1,2002.04863014,,,304.79,5.8553
1,2002.04874429,,,297.77,5.5859
1,2002.04885845,,,294.2,5.706
1,2002.0489726,,,287.83,5.839
1,2002.04908676,,,281.79,5.828
1,2002.04920091,,,276.13,5.9713
1,2002.04931507,,,277.39,5.7453
1,2002.04942922,,,282.71,6.5127
1,2002.04954338,,,284.57,6.6688
1,2002.04965753,,,288.71,7.032
1,2002.04977169,13.101,53958.0,314.87,10.3466
1,2002.04988584,13.36,52990.0,335.86,11.5404
1,2002.05,,,310.34,12.4446
1,2002.05011416,26.556,88671.0,347.17,17.7726
1,2002.05022831,22.405,79992.0,366.09,19.8639
1,2002.05034247,14.792,79794.0,364.87,19.4619
1,2002.05045662,22.174,99397.0,373.28,12.2928
1,2002.05057078,27.38,104680.0,412.61,9.9859
1,2002.05068493,32.224,84131.0,435.55,7.0618
1,2002.05079909,32.937,83822.0,443.01,6.8064
1,2002.05091324,36.089,89045.0,448.77,5.1539
1,2002.0510274,36.177,72671.0,447.11,8.8433
1,2002.05114155,32.826,77022.0,436.08,7.1746
1,2002.05125571,41.973,66572.0,427.56,5.4396
1,2002.05136986,38.512,61536.0,433.45,4.2392
1,2002.05148402,35.347,59213.0,420.64,6.0159
1,2002.05159817,32.169,53561.0,409.77,5.0612
1,2002.05171233,31.741,64432.0,416.55,7.0511
1,2002.05182648,28.282,36427.0,401.81,6.1585
1,2002.05194064,25.693,50421.0,404.23,7.8942
1,2002.05205479,22.671,49477.0,407.49,8.6453
1,2002.05216895,23.795,54161.0,415.26,9.8107
1,2002.05228311,14.71,96378.0,419.2,11.5671
1,2002.05239726,13.324,114040.0,423.81,11.1138
1,2002.05251142,10.899,131610.0,437.45,9.392
1,2002.05262557,8.697,136690.0,441.64,7.5229
1,2002.05273973,6.89,119610.0,451.4,8.553
1,2002.05285388,7.083,153390.0,462.68,7.7709
1,2002.05296804,6.949,157240.0,464.59,7.7987
1,2002.05308219,5.131,145430.0,473.44,8.0434
1,2002.05319635,4.416,116030.0,460.43,7.5769
1,2002.0533105,6.874,65009.0,445.49,7.7064
1,2002.05342466,6.991,83556.0,457.14,8.8481
1,2002.05353881,4.741,249830.0,504.25,8.6526
1,2002.05365297,5.277,193440.0,494,8.8177
1,2002.05376711999,5.076,173290.0,510.74,9.5132
1,2002.05388128,5.739,147630.0,502.28,10.1018
1,2002.05399543,6.618,153210.0,501.76,10.2129
1,2002.05410959,7.835,174230.0,511.03,9.5645
1,2002.05422374,8.175,200990.0,496.97,9.0173
1,2002.0543379,8.011,223800.0,487.4,9.3447
1,2002.05445205,8.258,174860.0,474.33,10.1569
1,2002.05456621,8.577,139650.0,472.4,11.1655
1,2002.05468037,9.714,133550.0,447.97,11.9898
1,2002.05479452,11.325,141940.0,442.74,11.2275
1,2002.05490868,9.511,156520.0,444.85,12.1222
1,2002.05502283,8.427,184960.0,448.48,11.6762
1,2002.05513699,8.384,182720.0,441.38,12.0902
1,2002.05525114,8.582,196130.0,444.9,11.6398
1,2002.0553653,7.925,193970.0,450.21,11.4279
1,2002.05547945,5.321,228110.0,505.02,7.8233
1,2002.05559361,5.11,210960.0,494.92,7.6122
1,2002.05570776,5.006,210360.0,496.51,7.3397
1,2002.05582192,4.852,192290.0,490.33,6.6031
1,2002.05593607,4.349,164990.0,475.25,6.4893
1,2002.05605023,4.692,175700.0,483.13,6.1602
1,2002.05616438,3.915,188180.0,485.2,6.2305
1,2002.05627854,3.882,200750.0,508.73,5.6762
1,2002.05639269,4.109,185480.0,473.22,5.1097
1,2002.05650685,3.4,131230.0,446.58,6.0899
1,2002.056621,3.532,101520.0,430.77,6.3291
1,2002.05673516,4.713,90854.0,434.99,6.1671
1,2002.05684932,6.192,70214.0,430.35,6.0845
1,2002.05696347,4.595,116100.0,396.65,5.9519
1,2002.05707763,4.186,91902.0,394.91,6.2065
1,2002.05719178,3.631,100170.0,393.83,5.9232
1,2002.05730594,3.48,88841.0,393.43,6.0706
1,2002.05742009,3.629,89514.0,390.46,6.2389
1,2002.05753425,4.236,59866.0,400.86,6.267
1,2002.0576484,3.719,106530.0,404.36,6.0055
1,2002.05776256,3.903,131460.0,402.48,5.6599
1,2002.05787671,4.514,117440.0,397.07,5.2889
1,2002.05799087,4.726,141310.0,395.45,5.2285
1,2002.05810502,5.687,95263.0,399.01,4.9873
1,2002.05821918,5.146,96144.0,391.62,5.0026
1,2002.05833333,6.572,60774.0,400.27,4.9105
1,2002.05844749,5.978,73083.0,400.65,4.366
1,2002.05856164,5.548,63808.0,400.39,4.8996
1,2002.0586758,6.075,59786.0,399.15,5.4889
1,2002.05878995,4.95,94060.0,389.99,3.6987
1,2002.05890411,4.968,99922.0,386.77,4.5979
1,2002.05901826,5.038,88174.0,389.06,4.7722
1,2002.05913242,4.433,99927.0,384.11,4.9301
1,2002.05924658,4.597,95950.0,382.12,5.0261
1,2002.05936073,4.366,101500.0,378.75,5.4929
1,2002.05947489,3.962,129320.0,373.67,5.2691
1,2002.05958903999,3.912,110270.0,370.39,5.466
1,2002.0597032,4.317,65859.0,371.06,5.5914
1,2002.05981735,4.668,47546.0,368.95,6.2795
1,2002.05993151,5.949,32023.0,372.44,6.3778
1,2002.06004566,5.54,36011.0,367.06,6.6915
1,2002.06015982,5.51,48103.0,369.07,6.3849
1,2002.06027397,5.696,45165.0,367.6,6.6987
1,2002.06038813,4.356,75316.0,355.6,6.688
1,2002.06050228,4.801,73237.0,355.1,7.1748
1,2002.06061644,5.321,46784.0,366.56,7.4353
1,2002.06073059,5.641,53303.0,367.92,7.7722
1,2002.06084475,5.398,61706.0,377.22,7.4665
1,2002.0609589,4.972,106560.0,374.73,8.4169
1,2002.06107306,5.292,87336.0,374.98,7.6018
1,2002.06118721,5.727,59041.0,393.98,6.954
1,2002.06130137,5.714,60214.0,396.97,7.2752
1,2002.06141553,4.512,107130.0,384.95,6.3942
1,2002.06152968,7.212,128680.0,396.82,7.4374
1,2002.06164384,6.212,107200.0,392.42,7.9279
1,2002.06175799,5.444,122620.0,383.02,7.413
1,2002.06187215,4.975,137460.0,386.64,7.3859
1,2002.0619863,5.253,81698.0,389.95,7.217
1,2002.06210046,5.782,55276.0,397.7,6.8783
1,2002.06221461,5.703,73447.0,392.41,6.192
1,2002.06232877,5.366,92949.0,383.66,6.2341
1,2002.06244292,4.778,128200.0,377.16,5.9063
1,2002.06255708,5.471,100340.0,378.33,6.2148
