ones,Date,Proton Density,Proton Temperature,Proton Speed,Magnetic Field
1,2002.24840183,2.264,150950.0,717.55,5.4865
1,2002.24851598,2.336,143650.0,696.96,5.3479
1,2002.24863014,2.121,117430.0,694.13,5.6458
1,2002.24874429,2.231,123640.0,687.68,5.5272
1,2002.24885845,2.375,125330.0,682.58,5.1998
1,2002.2489726,2.493,140050.0,680.06,5.179
1,2002.24908676,2.806,151850.0,690.82,5.2411
1,2002.24920091,2.771,135860.0,675.53,5.1368
1,2002.24931507,3.122,135240.0,668.59,5.1955
1,2002.24942922,2.984,149170.0,687.85,5.0052
1,2002.24954338,2.727,178460.0,692.23,4.5596
1,2002.24965753,3.008,180430.0,676.78,4.48
1,2002.24977169,2.894,197300.0,698.62,4.1363
1,2002.24988584,3.075,165870.0,704.86,4.3739
1,2002.25,2.976,150590.0,677.1,4.6587
1,2002.25011416,2.606,166820.0,673.33,4.916
1,2002.25022831,2.678,168070.0,681.06,4.9199
1,2002.25034247,2.364,190350.0,681.26,4.7282
1,2002.25045662,2.436,166420.0,661.73,4.7637
1,2002.25057078,2.396,145710.0,659.41,4.7493
1,2002.25068493,2.233,151560.0,669.61,4.6602
1,2002.25079909,2.283,120910.0,650.39,4.7601
1,2002.25091324,2.186,111320.0,642.48,4.8186
1,2002.2510274,2.249,100830.0,639.12,4.9937
1,2002.25114155,2.577,90874.0,627.27,5.0052
1,2002.25125571,2.706,134200.0,638.07,4.8616
1,2002.25136986,2.889,105690.0,639.91,4.8709
1,2002.25148402,2.941,117650.0,653.16,4.7112
1,2002.25159817,3.29,117490.0,643.58,4.7822
1,2002.25171233,2.909,118380.0,636.92,4.3401
1,2002.25182648,2.823,119330.0,638.75,3.8691
1,2002.25194064,2.89,117910.0,630.54,3.9041
1,2002.25205479,2.769,109950.0,619.4,4.1039
1,2002.25216895,2.878,112780.0,613.3,4.127
1,2002.25228311,2.924,111730.0,612.84,4.1083
1,2002.25239726,3.231,104190.0,618.14,3.9524
1,2002.25251142,3.203,99830.0,613.24,4.319
1,2002.25262557,3.082,104750.0,611.02,4.0787
1,2002.25273973,2.69,104980.0,598.61,4.1575
1,2002.25285388,2.753,115180.0,595.56,4.057
1,2002.25296804,2.919,104970.0,588.24,4.0188
1,2002.25308219,2.729,104600.0,587.63,4.2179
1,2002.25319635,2.607,100050.0,586.41,4.2346
1,2002.2533105,2.53,104720.0,579.99,4.1586
1,2002.25342466,2.662,109470.0,576.59,3.9761
1,2002.25353881,2.361,90579.0,582.87,3.7536
1,2002.25365297,2.72,82336.0,607.6,3.3726
1,2002.25376712,2.879,97254.0,571.78,3.2999
1,2002.25388128,3.038,125140.0,558.76,3.6262
1,2002.25399543,2.883,136890.0,557.38,3.6703
1,2002.25410959,3.198,132840.0,563.47,2.9876
1,2002.25422374,3.304,127140.0,549.29,3.0831
1,2002.2543379,2.891,134540.0,531.4,3.6185
1,2002.25445205,3.156,122910.0,533.09,4.0159
1,2002.25456621,3.136,120860.0,530.91,3.7585
1,2002.25468037,3.184,107670.0,549.9,3.0352
1,2002.25479452,3.353,112700.0,520.86,2.9185
1,2002.25490868,3.3,110810.0,517.87,3.1399
1,2002.25502283,3.01,138710.0,500.19,3.3591
1,2002.25513699,3.16,110390.0,505.48,3.3095
1,2002.25525114,2.692,96235.0,505.64,3.4332
1,2002.2553653,3.02,85132.0,510.3,3.4927
1,2002.25547945,2.617,71595.0,515.63,3.6469
1,2002.25559361,2.625,69770.0,511.93,3.5807
1,2002.25570776,2.591,73980.0,505.93,3.6837
1,2002.25582192,2.433,71245.0,481.59,4.0924
1,2002.25593607,2.122,58464.0,483.29,4.2025
1,2002.25605023,2.244,59709.0,486.16,4.1235
1,2002.25616438,2.126,54933.0,474.96,4.1616
1,2002.25627854,2.472,48374.0,464.77,4.2513
1,2002.25639269,2.558,46920.0,458.23,4.058
1,2002.25650685,2.392,41373.0,456.25,3.8346
1,2002.256621,2.385,36415.0,462.7,3.7748
1,2002.25673516,2.081,64634.0,449.33,3.716
1,2002.25684932,2.295,62645.0,444.01,3.9866
1,2002.25696347,2.592,57203.0,439.74,3.5778
1,2002.25707763,2.612,59462.0,434.62,3.6658
1,2002.25719178,3.075,40483.0,430.53,3.3039
1,2002.25730594,3.247,40448.0,424.94,3.3495
1,2002.25742009,3.339,40504.0,424.55,3.5927
1,2002.25753425,3.545,37485.0,428.62,3.7184
1,2002.2576484,3.125,35001.0,415.07,3.669
1,2002.25776256,3.561,38257.0,407.49,3.6957
1,2002.25787671,3.774,20612.0,410.01,4.4917
1,2002.25799087,3.854,16396.0,418.24,5.1807
1,2002.25810502,4.058,13193.0,416.99,5.4213
1,2002.25821918,3.896,13380.0,411.08,5.6182
1,2002.25833333,4.154,15364.0,409.28,6.8215
1,2002.25844749,4.31,18902.0,409.36,7.3456
1,2002.25856164,4.507,38803.0,386.83,7.3236
1,2002.2586758,4.358,24998.0,402.66,8.0626
1,2002.25878995,5.162,29233.0,403.32,7.7743
1,2002.25890411,4.687,37960.0,395.88,7.6882
1,2002.25901826,5.02,36760.0,406.6,7.5541
1,2002.25913242,5.017,34680.0,396.41,8.1936
1,2002.25924658,4.17,39409.0,380.08,8.5406
1,2002.25936073,4.211,39648.0,379.31,8.1968
1,2002.25947489,4.433,38161.0,385.73,7.6439
1,2002.25958904,4.698,49234.0,388.8,6.7148
1,2002.2597032,4.602,27538.0,399.11,7.2983
1,2002.25981735,5.04,32289.0,399.43,7.2563
1,2002.25993151,5.107,32983.0,397.53,7.1707
1,2002.26004566,4.599,26098.0,387.31,7.1729
1,2002.26015982,4.61,25766.0,383.26,7.5438
1,2002.26027397,3.728,30541.0,381.1,7.1863
1,2002.26038813,3.833,30755.0,362.05,6.9359
1,2002.26050228,4.758,35644.0,362.1,6.7149
1,2002.26061644,4.282,27494.0,389.44,6.7839
1,2002.26073059,4.201,26770.0,385.71,6.6625
1,2002.26084475,4.65,31265.0,383.14,6.4259
1,2002.2609589,4.927,36103.0,389.53,6.0223
1,2002.26107306,4.548,32875.0,382.11,5.7457
1,2002.26118721,5.046,70678.0,364.48,4.971
1,2002.26130137,,,358.74,6.2541
1,2002.26141553,4.2,58978.0,356.14,5.9338
1,2002.26152968,4.141,82151.0,350.27,6.3219
1,2002.26164384,3.544,20352.0,349.87,7.1301
1,2002.26175799,2.817,30633.0,343.26,7.2663
1,2002.26187215,,,330.44,7.213
1,2002.2619863,,,328.82,6.8322
1,2002.26210046,,,327.6,6.8856
1,2002.26221461,,,337.71,7.2368
1,2002.26232877,,,347.72,7.3824
1,2002.26244292,,,350.76,7.2968
1,2002.26255708,,,334.56,7.4732
1,2002.26267123,,,349.57,7.6767
1,2002.26278539,,,349.04,7.806
1,2002.26289954,,,357.47,7.4303
1,2002.2630137,,,362.51,7.928
1,2002.26312785,6.714,33880.0,367.88,7.549
1,2002.26324201,8.199,25582.0,370.66,7.3121
1,2002.26335616,8.853,16604.0,372.28,8.0766
1,2002.26347032,11.528,15331.0,376.05,8.2592
1,2002.26358447,9.169,35959.0,378.87,8.6772
1,2002.26369863,6.524,133330.0,409.23,8.0368
1,2002.26381279,7.187,162360.0,413.21,6.7827
1,2002.26392694,6.224,157030.0,419.76,6.5605
1,2002.2640411,5.011,180870.0,422.52,7.1519
1,2002.26415525,5.524,176520.0,415.65,7.4905
1,2002.26426941,4.801,189250.0,418.11,6.634
1,2002.26438356,4.48,224410.0,417.88,5.9667
1,2002.26449772,4.561,202880.0,431.69,5.9002
1,2002.26461187,4.076,206520.0,439.06,5.5211
1,2002.26472603,3.662,192700.0,440.25,5.8132
1,2002.26484018,3.524,239120.0,437.63,5.2484
1,2002.26495434,3.292,207710.0,444.84,4.6267
1,2002.26506849,3.111,203290.0,440.55,5.1298
1,2002.26518265,3.336,187330.0,439.88,4.5325
1,2002.2652968,3.406,156360.0,430.39,4.3861
1,2002.26541096,3.414,136380.0,424.75,4.179
1,2002.26552511,3.42,101890.0,416.97,4.5388
1,2002.26563927,3.147,99817.0,418.33,4.7494
1,2002.26575342,2.827,118280.0,398.31,4.068
1,2002.26586758,3.011,101210.0,395.16,4.1859
1,2002.26598174,2.605,101620.0,388.57,4.1729
1,2002.26609589,2.971,74757.0,381.63,3.668
1,2002.26621005,2.868,85196.0,377.47,3.9684
1,2002.2663242,2.816,104410.0,377.36,4.1115
1,2002.26643836,3.201,96253.0,376.28,3.8137
1,2002.26655251,3.048,125610.0,366.25,3.9838
1,2002.26666667,3.352,90500.0,369.88,3.9863
1,2002.26678082,3.092,90602.0,371.56,4.251
1,2002.26689498,3.269,96498.0,372.08,3.9658
1,2002.26700913,3.414,74061.0,370.2,4.5113
1,2002.26712329,3.504,62213.0,370.49,4.5521
1,2002.26723744,3.755,65042.0,372.24,4.6925
1,2002.2673516,3.62,79955.0,362.36,4.7355
1,2002.26746575,3.787,60136.0,363.32,5.1422
1,2002.26757991,3.741,60347.0,362.63,4.8613
1,2002.26769406,4.073,58242.0,363.16,4.8029
1,2002.26780822,3.85,54641.0,361.97,4.8568
1,2002.26792237,4.114,51167.0,351.35,4.8936
1,2002.26803653,4.269,47726.0,352.72,4.9375
1,2002.26815067999,3.699,41734.0,353.96,5.614
1,2002.26826484,,,343.41,5.7132
1,2002.268379,,,338.01,5.5782
1,2002.26849315,,,338.17,5.0038
1,2002.26860731,,,336.28,5.3819
1,2002.26872146,,,331.83,5.5121
1,2002.26883562,,,329.41,5.9383
1,2002.26894977,,,329.88,6.0876
1,2002.26906393,,,327.48,6.1037
1,2002.26917808,5.477,45701.0,346.33,5.3404
1,2002.26929224,5.482,44553.0,348.9,5.5274
1,2002.26940639,5.361,44627.0,343.04,5.4771
1,2002.26952055,,,333.8,4.4941
1,2002.2696347,,,324.55,4.7767
1,2002.26974886,,,324.2,5.2922
1,2002.26986301,,,313.94,5.0602
1,2002.26997717,,,310.09,5.1408
1,2002.27009132,,,308.83,5.0387
1,2002.27020548,,,304.76,4.6214
1,2002.27031963,,,305.78,4.8335
1,2002.27043379,,,304.06,4.8863
1,2002.27054795,,,300.02,4.9593
1,2002.2706621,,,296.2,5.2242
1,2002.27077626,,,294.25,5.0941
1,2002.27089041,,,296.25,5.1565
1,2002.27100457,,,297.35,5.0122
1,2002.27111872,,,297.79,5.3036
1,2002.27123288,,,295.13,5.5882
1,2002.27134703,,,293.88,5.8017
1,2002.27146119,,,293.12,5.8603
1,2002.27157534,,,292.67,5.8676
1,2002.2716895,,,292.41,5.356
1,2002.27180365,,,293.1,5.8203
1,2002.27191781,,,294.15,5.0385
1,2002.27203196,,,295.83,5.7639
1,2002.27214612,,,289.07,6.6381
1,2002.27226027,,,301.49,7.6525
1,2002.27237443,,,309.43,8.5042
1,2002.27248858,,,307.99,8.7232
1,2002.27260274,,,307.91,10.2121
1,2002.27271689,,,316.76,11.4061
1,2002.27283105,,,319.92,11.4655
1,2002.27294521,,,314.17,12.6395
1,2002.27305936,,,312.1,11.89
1,2002.27317352,,,309.94,11.0397
1,2002.27328767,,,306.45,11.5745
1,2002.27340183,,,308.81,10.403
1,2002.27351598,,,315.79,11.0497
1,2002.27363014,,,311.48,12.4539
1,2002.27374429,,,314.2,13.3006
1,2002.27385845,,,309.12,12.9355
1,2002.27397259999,,,338.81,11.0721
1,2002.27408676,11.584,101050.0,379.72,10.5337
1,2002.27420091,13.752,123370.0,400.87,8.5742
1,2002.27431507,11.11,126710.0,415.36,9.3897
1,2002.27442922,8.651,83196.0,432.08,9.4232
1,2002.27454338,9.345,87530.0,421.81,10.2131
1,2002.27465753,9.165,136980.0,452.15,10.1193
1,2002.27477169,9.75,204730.0,467.67,8.9345
1,2002.27488584,12.32,235860.0,477.47,8.3921
1,2002.275,12.151,194560.0,463.57,10.0133
1,2002.27511416,12.151,163110.0,479.65,10.9796
1,2002.27522831,11.37,153810.0,493.74,8.5597
1,2002.27534247,9.971,142680.0,507.33,8.4451
1,2002.27545662,10.005,147210.0,504.26,7.9202
1,2002.27557078,9.734,104900.0,475.1,9.8399
1,2002.27568493,8.074,119800.0,482.71,10.2372
1,2002.27579909,7.21,110180.0,466.02,10.3106
1,2002.27591324,7.261,105820.0,476.84,10.8104
1,2002.2760274,7.371,100900.0,469.67,10.9846
1,2002.27614155,9.581,82647.0,473.27,11.4397
1,2002.27625571,11.772,69171.0,477.69,10.8015
1,2002.27636986,20.92,51929.0,475.86,10.4672
1,2002.27648402,22.894,50868.0,458.08,9.1594
1,2002.27659817,18.209,67794.0,457.76,8.9379
1,2002.27671233,16.571,28454.0,449.95,10.0429
1,2002.27682648,13.434,11909.0,452.34,10.7119
1,2002.27694064,11.601,11562.0,447.61,10.576
1,2002.27705479,7.051,10424.0,439.66,10.9521
1,2002.27716895,8.174,34027.0,444.09,10.1222
1,2002.27728311,4.799,30022.0,443.51,10.4187
1,2002.27739726,5.718,25880.0,427.75,10.061
1,2002.27751142,4.784,59322.0,428.41,9.9911
1,2002.27762557,9.63,43496.0,434.46,9.3375
1,2002.27773973,8.509,45708.0,425.68,8.8705
1,2002.27785388,7.839,52411.0,414.24,8.2939
1,2002.27796804,8.195,53828.0,419.69,8.5157
1,2002.27808219,8.235,38482.0,424.99,9.3545
1,2002.27819635,8.821,30550.0,439.14,9.7607
1,2002.2783105,6.954,56176.0,430.98,9.1649
1,2002.27842466,5.583,56530.0,430.29,8.4765
1,2002.27853881,5.721,71247.0,426.55,7.4577
1,2002.27865297,4.589,102210.0,425.88,7.0736
1,2002.27876712,6.979,66521.0,428.23,6.1767
1,2002.27888128,5.817,61419.0,416.26,6.7644
1,2002.27899543,8.859,74096.0,421.31,6.1102
1,2002.27910959,11.968,61960.0,419.89,6.3915
1,2002.27922374,16.055,34670.0,429.67,5.8838
1,2002.2793379,8.371,22671.0,421.76,6.2728
1,2002.27945205,8.357,12598.0,414.78,6.3393
1,2002.27956621,8.815,10334.0,405.09,7.1771
1,2002.27968037,7.96,14309.0,403.1,7.702
1,2002.27979451999,6.617,30218.0,410.33,8.4561
1,2002.27990868,6.21,29279.0,410.65,8.6247
1,2002.28002283,6.63,25893.0,409.66,8.6923
1,2002.28013699,6.565,28114.0,401.2,8.4376
1,2002.28025114,8.301,36738.0,401.09,7.6766
1,2002.2803653,9.216,44786.0,404.64,7.088
1,2002.28047945,7.312,35692.0,394.26,7.602
1,2002.28059361,13.822,24790.0,392.23,7.496
1,2002.28070776,9.384,42188.0,396.31,8.469
1,2002.28082192,8.03,43746.0,374.49,7.795
1,2002.28093607,7.129,73731.0,375.73,7.6495
1,2002.28105023,5.224,79894.0,379.88,7.7053
1,2002.28116438,5.502,40851.0,380.42,8.0613
1,2002.28127854,7.666,52692.0,391.38,7.9251
1,2002.28139269,16.664,68924.0,407.53,4.785
1,2002.28150685,21.339,64552.0,412.21,2.9704
1,2002.281621,19.223,63774.0,396.45,3.2255
1,2002.28173516,7.175,65564.0,374.52,8.2713
1,2002.28184932,7.707,86330.0,392.03,7.1522
1,2002.28196347,9.929,68620.0,399.83,6.522
1,2002.28207763,14.284,62399.0,409.37,5.3252
1,2002.28219178,16.435,45517.0,412.95,5.489
1,2002.28230594,17.157,56492.0,402.39,4.4186
1,2002.28242009,16.403,47964.0,398.42,4.54
1,2002.28253425,15.848,30434.0,396.54,5.7293
1,2002.2826484,15.376,29593.0,390.12,5.2895
1,2002.28276256,12.947,32947.0,389.46,5.3727
1,2002.28287671,11.486,34774.0,389.43,5.2626
1,2002.28299087,10.235,36961.0,387.58,5.1953
1,2002.28310502,9.812,31448.0,385.97,5.4366
1,2002.28321918,15.456,28615.0,382.16,4.2435
1,2002.28333333,14.65,31008.0,379.1,3.7904
1,2002.28344749,14.619,31689.0,380.73,4.4138
1,2002.28356164,20.108,37928.0,410.95,7.7088
1,2002.2836758,20.096,52535.0,418.38,7.5813
1,2002.28378995,12.725,113000.0,407.02,8.5795
1,2002.28390411,10.505,123780.0,402.77,9.2319
1,2002.28401826,9.627,115260.0,402.96,9.4172
1,2002.28413242,8.916,89562.0,407.76,10.5831
1,2002.28424658,9.618,100640.0,407.08,9.8076
1,2002.28436073,10.053,95625.0,397.76,9.5071
1,2002.28447489,8.851,99587.0,391.4,9.9696
1,2002.28458904,8.638,113530.0,381.69,10.0949
1,2002.2847032,7.715,96606.0,382.61,10.4656
1,2002.28481735,7.242,73951.0,390.79,10.893
1,2002.28493151,9.079,63009.0,389.71,10.8741
1,2002.28504566,13.29,51372.0,373.58,10.578
1,2002.28515982,13.249,49789.0,370.46,9.7248
1,2002.28527397,14.818,40980.0,364.65,8.284
1,2002.28538813,13.83,31697.0,373.02,8.8825
1,2002.28550228,13.6,44699.0,365.22,7.6256
1,2002.28561644,11.445,47241.0,356.01,8.358
1,2002.28573059,10.894,36761.0,350.21,8.2762
1,2002.28584475,10.612,40587.0,349.71,8.3672
1,2002.2859589,9.372,43133.0,346.03,8.2949
1,2002.28607306,7.849,34299.0,340.19,8.5715
1,2002.28618721,5.978,37001.0,342.37,9.0022
1,2002.28630137,6.306,32581.0,348.79,8.9434
1,2002.28641553,5.768,38958.0,353.41,8.7898
1,2002.28652968,6.005,36837.0,346.55,9.1349
1,2002.28664384,5.78,45047.0,339.54,9.149
1,2002.28675799,4.795,65633.0,352.55,8.8667
1,2002.28687215,4.353,71911.0,353.25,8.8957
1,2002.2869863,5.652,122310.0,357.64,7.5307
1,2002.28710046,4.647,132630.0,349.83,7.7963
1,2002.28721461,3.853,115860.0,352.23,7.7308
1,2002.28732877,4.117,98247.0,354.04,7.5416
1,2002.28744292,,,345.12,7.6825
1,2002.28755708,5.269,52971.0,352.77,7.8675
1,2002.28767123,5.373,44498.0,353.39,8.1951
1,2002.28778539,5.273,80870.0,347.6,8.2507
1,2002.28789954,5.191,61107.0,358.38,7.8325
1,2002.2880137,,,351.64,8.3571
1,2002.28812785,7.035,56777.0,346.76,7.7605
1,2002.28824201,12.039,39765.0,337.32,4.3257
1,2002.28835616,15.182,28738.0,339.89,3.1475
1,2002.28847032,11.608,32223.0,348.68,6.2147
1,2002.28858447,10.702,36771.0,352.97,6.2367
1,2002.28869863,8.184,46477.0,349.28,6.6808
1,2002.28881279,,,346.88,6.5037
1,2002.28892694,,,344.91,6.115
1,2002.2890411,,,340.65,6.1616
1,2002.28915525,,,340.88,6.1245
1,2002.28926941,,,342.87,6.1067
1,2002.28938356,,,342.22,5.6867
1,2002.28949772,,,342.75,5.1555
1,2002.28961187,6.794,55069.0,343.73,5.6078
1,2002.28972603,7.465,55973.0,340.39,6.1841
1,2002.28984018,8.891,56171.0,347.09,6.3171
1,2002.28995434,9.122,47180.0,345.25,6.1705
1,2002.29006849,9.243,40753.0,346.03,6.477
1,2002.29018265,8.488,47443.0,336.23,6.6012
1,2002.2902968,,,332.92,6.6451
1,2002.29041096,,,330.29,6.5954
1,2002.29052511,,,322.46,7.5996
1,2002.29063927,,,323.75,7.5569
1,2002.29075342,,,329.61,7.9347
1,2002.29086758,,,327.17,8.5442
1,2002.29098174,,,326.6,7.9703
1,2002.29109589,8.837,42973.0,336.78,7.4775
1,2002.29121005,9.111,46585.0,348.51,9.7907
1,2002.2913242,8.485,58980.0,340.81,9.6999
1,2002.29143836,9.504,74660.0,341.15,10.1745
1,2002.29155251,41.308,174500.0,426.03,19.6655
1,2002.29166667,30.05,305120.0,489.67,30.0204
1,2002.29178082,28.583,284480.0,485.43,27.8788
1,2002.29189498,25.718,315780.0,494.7,25.8376
1,2002.29200913,22.604,332360.0,515.31,26.7414
1,2002.29212329,24.575,286640.0,531.43,25.3196
1,2002.29223744,32.276,256570.0,516.49,15.7481
1,2002.2923516,15.202,124430.0,527.96,23.6194
1,2002.29246575,22.681,185060.0,539.38,14.919
1,2002.29257991,13.836,137450.0,559.6,14.2245
1,2002.29269406,10.139,204420.0,574.61,13.9451
1,2002.29280822,8.58,150200.0,609.49,14.5268
1,2002.29292237,7.856,100230.0,605.16,12.4956
1,2002.29303653,8.097,48450.0,536.73,12.1347
1,2002.29315068,10.334,44110.0,517.42,11.5332
1,2002.29326484,4.315,37660.0,514.96,13.1001
1,2002.293379,6.45,20680.0,514.99,12.6995
1,2002.29349315,2.288,38964.0,520.97,12.8678
1,2002.29360731,1.83,44804.0,506.48,13.6974
1,2002.29372146,1.356,26878.0,512.71,13.8908
1,2002.29383562,1.166,16156.0,505.28,14.0458
1,2002.29394977,1.052,14878.0,502.53,14.3371
1,2002.29406393,1.218,17827.0,494.48,13.9576
1,2002.29417808,1.654,13485.0,478.1,13.4719
1,2002.29429224,1.197,9138.4,489.53,13.4441
1,2002.29440639,1.579,7145.4,505.46,13.2457
1,2002.29452055,1.097,8867.4,493.38,13.2012
1,2002.2946347,1.115,8013.6,476.97,13.0565
1,2002.29474886,1.764,7437.8,471.96,12.693
1,2002.29486301,2.772,4884.4,458.42,12.5211
1,2002.29497717,2.464,7853.3,463.04,12.461
1,2002.29509132,1.235,8105.5,455.09,12.4775
1,2002.29520548,0.635,11602.0,458.78,12.1976
1,2002.29531963,1.069,11643.0,449.51,12.0223
1,2002.29543379,0.933,8537.2,448.6,11.8154
1,2002.29554795,1.026,8525.6,448.89,11.4116
1,2002.2956621,2.203,21723.0,442.69,10.3945
1,2002.29577626,1.214,11617.0,452.66,11.2549
1,2002.29589041,1.274,5697.4,447.91,10.5746
1,2002.29600457,1.932,6138.8,447.3,10.1191
1,2002.29611872,10.074,21132.0,438.66,8.9845
1,2002.29623288,4.23,22472.0,445.32,10.0798
1,2002.29634703,1.727,53217.0,438.72,9.8389
1,2002.29646119,1.277,75602.0,432.29,9.7446
1,2002.29657534,1.316,84309.0,431.53,9.5206
1,2002.2966895,1.114,82989.0,432.25,9.4531
1,2002.29680365,3.073,353290.0,640.08,21.5376
1,2002.29691781,4.874,313930.0,641.26,20.8827
1,2002.29703196,8.969,186290.0,541.27,21.1097
1,2002.29714612,5.697,276730.0,575.59,15.8151
1,2002.29726027,6.915,405760.0,588.55,10.3123
1,2002.29737443,7.295,371350.0,552.36,10.5419
1,2002.29748858,7.689,242390.0,555.81,13.5224
1,2002.29760274,8.324,207000.0,555.27,14.7951
1,2002.29771689,8.464,208930.0,533.57,15.2452
1,2002.29783105,9.78,220990.0,518.4,13.9789
1,2002.29794521,8.494,225580.0,496.97,12.4548
1,2002.29805936,7.317,193720.0,501.9,11.3407
1,2002.29817352,6.147,157720.0,462.36,10.7989
1,2002.29828767,8.065,180860.0,472.17,9.8504
1,2002.29840183,11.724,346560.0,538.08,10.1531
1,2002.29851598,12.801,289870.0,589.22,14.0172
1,2002.29863014,6.457,116750.0,571.09,19.2339
1,2002.29874429,11.335,75096.0,564.45,19.4686
1,2002.29885845,9.798,51875.0,561.5,18.786
1,2002.2989726,14.14,183390.0,590.01,15.157
1,2002.29908676,12.403,73180.0,625.4,11.1449
1,2002.29920091,10.53,66717.0,639.11,8.3459
1,2002.29931507,8.36,56563.0,626.64,8.4385
1,2002.29942922,5.196,48463.0,616.75,8.4128
1,2002.29954338,3.535,26222.0,602.09,8.4559
1,2002.29965753,3.771,56475.0,600.07,7.7824
1,2002.29977169,2.424,86406.0,582.97,8.3773
1,2002.29988584,2.136,141880.0,572.44,8.2024
1,2002.3,1.906,113630.0,585.66,8.0969
1,2002.30011416,2.585,68320.0,572.28,8.46
1,2002.30022831,1.881,35615.0,541.41,8.4847
1,2002.30034247,2.177,18981.0,525.55,8.067
1,2002.30045662,2.46,16071.0,527.51,7.9509
1,2002.30057078,1.632,10481.0,515.64,7.9215
1,2002.30068493,6.509,13613.0,516.86,6.9982
1,2002.30079909,6.966,15290.0,515.62,7.6674
1,2002.30091324,4.279,13880.0,503.06,7.977
1,2002.3010274,3.476,14610.0,498.46,7.8023
1,2002.30114155,2.616,16783.0,490.5,7.6914
1,2002.30125571,2.43,17564.0,483.21,7.6843
1,2002.30136986,2.139,9660.5,476.06,7.5538
1,2002.30148402,3.529,11992.0,478.3,7.1761
1,2002.30159817,3.027,7192.2,465.53,6.9138
1,2002.30171233,3.386,5785.3,460.31,6.5174
1,2002.30182648,4.057,6836.7,456.98,6.109
1,2002.30194064,3.962,6030.2,457.18,6.1242
1,2002.30205479,3.742,6009.3,456.6,5.9339
1,2002.30216895,4.068,7598.4,457.53,5.5059
1,2002.30228311,4.476,7411.5,454.94,5.4639
1,2002.30239726,4.676,8360.1,451.32,5.7807
1,2002.30251142,4.904,8240.2,452.65,6.2527
1,2002.30262557,4.459,11517.0,459.45,6.3871
1,2002.30273973,3.432,15744.0,448.38,6.2413
1,2002.30285388,3.26,20022.0,439.99,6.019
1,2002.30296804,3.052,26933.0,441.26,5.4089
1,2002.30308219,2.684,50135.0,452.63,5.7609
1,2002.30319635,3.229,50554.0,494.96,6.222
1,2002.3033105,3.228,77100.0,467.87,6.3286
1,2002.30342466,3.687,66407.0,438.51,7.0228
1,2002.30353881,3.296,71917.0,447.42,6.9783
1,2002.30365297,3.713,84389.0,455.31,7.0459
1,2002.30376711999,3.038,113080.0,460.96,5.6446
1,2002.30388128,2.952,135260.0,461.91,5.2706
1,2002.30399543,2.844,119790.0,450.66,5.1391
1,2002.30410959,2.694,109340.0,448.67,5.643
1,2002.30422374,2.634,113020.0,444.17,5.3644
1,2002.3043379,2.553,109340.0,450.15,5.7515
1,2002.30445205,3.097,127670.0,437.56,5.2819
1,2002.30456621,3.486,132570.0,432.22,5.2587
1,2002.30468037,3.227,136470.0,430.19,5.1093
1,2002.30479452,3.046,105380.0,414.09,5.3346
1,2002.30490868,3.36,113570.0,408.63,5.4354
1,2002.30502283,3.579,129280.0,417.68,5.2445
1,2002.30513699,3.62,125560.0,415.11,5.4475
1,2002.30525114,3.599,115820.0,418.16,5.4628
1,2002.3053653,3.741,109530.0,432.7,5.6652
1,2002.30547945,3.552,106070.0,417.01,5.5003
1,2002.30559361,3.839,103880.0,424.48,5.6705
1,2002.30570776,3.957,98008.0,415.21,6.0348
1,2002.30582192,4.125,111660.0,420.62,5.7358
1,2002.30593607,4.232,114240.0,427.32,6.0829
1,2002.30605023,4.157,106890.0,429.23,5.9839
1,2002.30616438,4.173,99441.0,423.26,5.7486
1,2002.30627854,3.983,90500.0,420.29,5.8476
1,2002.30639269,3.697,87982.0,396.83,5.9491
1,2002.30650685,4.034,85375.0,414.99,6.1381
1,2002.306621,4.131,90592.0,411.6,6.2907
1,2002.30673516,4.024,95052.0,401.14,6.2855
1,2002.30684932,4.183,113370.0,401.24,6.2693
1,2002.30696347,4.258,90833.0,410.75,6.3223
1,2002.30707763,4.358,120390.0,399.2,6.3241
1,2002.30719178,4.988,102010.0,417.24,6.4672
1,2002.30730594,13.072,369510.0,551.24,13.4586
1,2002.30742009,15.731,438480.0,592.36,14.2108
1,2002.30753425,19.158,434470.0,574.61,11.7141
1,2002.3076484,18.44,406830.0,558.84,12.8252
1,2002.30776256,17.76,313550.0,543.7,15.0944
1,2002.30787671,16.433,281690.0,496.49,12.9371
1,2002.30799087,12.629,295470.0,490.37,11.266
1,2002.30810502,11.716,352670.0,507.73,9.8301
1,2002.30821918,11.508,377510.0,515.03,7.4008
1,2002.30833333,10.183,303070.0,495.35,6.9409
1,2002.30844749,9.809,287140.0,494.01,8.0687
1,2002.30856164,11.012,345760.0,491.6,6.9514
1,2002.3086758,9.864,304770.0,501.51,6.7589
1,2002.30878995,9.357,312790.0,505,6.7367
1,2002.30890411,8.985,292510.0,512.28,6.2545
1,2002.30901826,8.591,286720.0,513.05,6.802
1,2002.30913242,8.704,291800.0,513.25,5.9928
1,2002.30924658,8.924,273530.0,503.86,6.5739
1,2002.30936073,8.732,280400.0,504.9,5.7611
1,2002.30947489,8.973,289310.0,495.84,5.9779
1,2002.30958903999,8.751,243430.0,494.9,5.7432
1,2002.3097032,8.409,195250.0,506.87,6.6941
1,2002.30981735,8.37,181760.0,497.48,6.5777
